conv_id,msg_idx,latency_ms,is_merge
conv_06,119,4212.7727,true
conv_07,0,0.0674,false
conv_07,1,0.0082,false
conv_07,2,0.0410,false
conv_07,3,0.0500,false
conv_07,4,0.0345,false
conv_07,5,0.0078,false
conv_07,6,0.0360,false
conv_07,7,0.0312,false
conv_07,8,0.0324,false
conv_07,9,0.0336,false
conv_07,10,0.0364,false
conv_07,11,0.0097,false
conv_07,12,0.0323,false
conv_07,13,0.0358,false
conv_07,14,0.0330,false
conv_07,15,0.8387,false
conv_07,16,0.0538,false
conv_07,17,0.0162,false
conv_07,18,0.0278,false
conv_07,19,0.0134,false
conv_07,20,0.0220,false
conv_07,21,0.0342,false
conv_07,22,0.0165,false
conv_07,23,0.0092,false
conv_07,24,0.0339,false
conv_07,25,0.0385,false
conv_07,26,0.0070,false
conv_07,27,0.0282,false
conv_07,28,0.0267,false
conv_07,29,0.0177,false
conv_07,30,0.0462,false
conv_07,31,0.0280,false
conv_07,32,0.0307,false
conv_07,33,0.0550,false
conv_07,34,0.0471,false
conv_07,35,0.0541,false
conv_07,36,0.0308,false
conv_07,37,0.0408,false
conv_07,38,0.0469,false
conv_07,39,0.3283,false
conv_07,40,1505.7336,true
conv_07,41,1363.7992,true
conv_07,42,1672.2863,true
conv_07,43,1824.5705,true
conv_07,44,1978.6015,true
conv_07,45,1994.4185,true
conv_07,46,1773.5470,true
conv_07,47,1718.8855,true
conv_07,48,2496.8958,true
conv_07,49,1708.4486,true
conv_07,50,1072.7032,true
conv_07,51,2186.0499,true
conv_07,52,1782.3770,true
conv_07,53,1747.4189,true
conv_07,54,1796.5198,true
conv_07,55,1755.7015,true
conv_07,56,1829.4623,true
conv_07,57,2418.7345,true
conv_07,58,1564.8671,true
conv_07,59,1911.8645,true
conv_07,60,2259.2681,true
conv_07,61,1996.2936,true
conv_07,62,897.5144,true
conv_07,63,1811.6856,true
conv_07,64,2068.4964,true
conv_07,65,2098.4786,true
conv_07,66,2222.0010,true
conv_07,67,1775.4412,true
conv_07,68,2294.8610,true
conv_07,69,2074.5448,true
conv_07,70,1843.0325,true
conv_07,71,3016.7124,true
conv_07,72,977.9760,true
conv_07,73,2661.4875,true
conv_07,74,2150.0627,true
conv_07,75,2184.7834,true
conv_07,76,2116.7600,true
conv_07,77,2559.9777,true
conv_07,78,2456.8721,true
conv_07,79,2459.2252,true
conv_07,80,2993.7774,true
conv_07,81,2739.7977,true
conv_07,82,2662.7482,true
conv_07,83,3070.6740,true
conv_07,84,3995.1471,true
conv_07,85,2890.8981,true
conv_07,86,2637.5452,true
conv_07,87,3584.0742,true
conv_07,88,2867.7729,true
conv_07,89,2122.6423,true
conv_07,90,3338.4626,true
conv_07,91,3653.0098,true
conv_07,92,2820.3447,true
conv_07,93,2607.9853,true
conv_07,94,2763.1494,true
conv_07,95,3888.0207,true
conv_07,96,3280.3928,true
conv_07,97,3815.8603,true
conv_07,98,3352.3970,true
conv_07,99,3520.4711,true
conv_07,100,3043.4710,true
conv_07,101,3352.6285,true
conv_07,102,4421.2005,true
conv_07,103,2807.0940,true
conv_07,104,2666.5160,true
conv_07,105,1879.7770,true
conv_07,106,2083.3592,true
conv_07,107,2402.8530,true
conv_07,108,2394.1065,true
conv_07,109,2810.8051,true
conv_07,110,2719.1783,true
conv_07,111,3212.0669,true
conv_07,112,1122.7750,true
conv_07,113,2627.9485,true
conv_07,114,3233.7469,true
conv_07,115,2433.3011,true
conv_07,116,2420.5912,true
conv_07,117,2163.5151,true
conv_07,118,2089.3055,true
conv_07,119,2608.7255,true
conv_08,0,0.0507,false
conv_08,1,0.0068,false
conv_08,2,0.0126,false
conv_08,3,0.0116,false
conv_08,4,0.0230,false
conv_08,5,0.0081,false
conv_08,6,0.0099,false
conv_08,7,0.0208,false
conv_08,8,0.0088,false
conv_08,9,0.0138,false
conv_08,10,0.0066,false
conv_08,11,0.0208,false
conv_08,12,0.3725,false
conv_08,13,0.0200,false
conv_08,14,0.0197,false
conv_08,15,0.0074,false
conv_08,16,0.0102,false
conv_08,17,0.0174,false
conv_08,18,0.0237,false
conv_08,19,0.0093,false
conv_08,20,0.0047,false
conv_08,21,0.0280,false
conv_08,22,0.0337,false
conv_08,23,0.0085,false
conv_08,24,0.0117,false
conv_08,25,0.0117,false
conv_08,26,0.0205,false
conv_08,27,0.0223,false
conv_08,28,0.0221,false
conv_08,29,0.0078,false
conv_08,30,0.0149,false
conv_08,31,0.0361,false
conv_08,32,0.0336,false
conv_08,33,0.0193,false
conv_08,34,0.0167,false
conv_08,35,0.0379,false
conv_08,36,0.0209,false
conv_08,37,0.0340,false
conv_08,38,0.0317,false
conv_08,39,0.0346,false
conv_08,40,1230.2145,true
conv_08,41,1351.7385,true
conv_08,42,1187.1086,true
conv_08,43,1200.5973,true
conv_08,44,1192.9261,true
conv_08,45,1499.3888,true
conv_08,46,1487.8633,true
conv_08,47,1434.5251,true
conv_08,48,1732.4835,true
conv_08,49,1546.7236,true
conv_08,50,2065.5225,true
conv_08,51,1471.9772,true
conv_08,52,1421.5488,true
conv_08,53,1641.7961,true
conv_08,54,1578.3224,true
conv_08,55,1725.7879,true
conv_08,56,1956.9679,true
conv_08,57,1557.6588,true
conv_08,58,1484.3427,true
conv_08,59,1422.2991,true
conv_08,60,1128.5803,true
conv_08,61,1330.3585,true
conv_08,62,1353.5894,true
conv_08,63,1101.7903,true
conv_08,64,1536.8237,true
conv_08,65,1127.7862,true
conv_08,66,1221.1220,true
conv_08,67,1616.0765,true
conv_08,68,1738.5780,true
conv_08,69,1465.5943,true
conv_08,70,2252.3300,true
conv_08,71,2298.0792,true
conv_08,72,1285.5152,true
conv_08,73,1128.4020,true
conv_08,74,1023.0935,true
conv_08,75,996.7961,true
conv_08,76,1253.6161,true
conv_08,77,1547.2745,true
conv_08,78,1322.4612,true
conv_08,79,1315.8380,true
conv_08,80,1321.3233,true
conv_08,81,926.5090,true
conv_08,82,1657.1056,true
conv_08,83,1203.3499,true
conv_08,84,1624.9080,true
conv_08,85,1480.0625,true
conv_08,86,1944.9990,true
conv_08,87,2098.1433,true
conv_08,88,2521.9660,true
conv_08,89,1873.8598,true
conv_08,90,1840.4456,true
conv_08,91,1696.7172,true
conv_08,92,2865.2030,true
conv_08,93,2256.1096,true
conv_08,94,855.0858,true
conv_08,95,1394.9685,true
conv_08,96,968.3203,true
conv_08,97,2558.2105,true
conv_08,98,11173.0095,true
conv_08,99,2419.5623,true
conv_08,100,2180.1895,true
conv_08,101,1590.5535,true
conv_08,102,2252.6878,true
conv_08,103,1946.5366,true
conv_08,104,2326.9479,true
conv_08,105,2259.5655,true
conv_08,106,1773.9315,true
conv_08,107,2300.2700,true
conv_08,108,1065.9405,true
conv_08,109,2663.6383,true
conv_08,110,1611.8457,true
conv_08,111,2289.8313,true
conv_08,112,2550.0573,true
conv_08,113,2344.3068,true
conv_08,114,1312.1343,true
conv_08,115,1565.4598,true
conv_08,116,1428.9893,true
conv_08,117,1540.4359,true
conv_08,118,2097.9471,true
conv_08,119,2304.7120,true
conv_09,0,0.0369,false
conv_09,1,0.0115,false
conv_09,2,0.0095,false
conv_09,3,0.0226,false
conv_09,4,0.0210,false
conv_09,5,0.0267,false
conv_09,6,0.0183,false
conv_09,7,0.0259,false
conv_09,8,0.0072,false
conv_09,9,0.0213,false
conv_09,10,0.0207,false
conv_09,11,0.0127,false
conv_09,12,0.0205,false
conv_09,13,0.2662,false
conv_09,14,0.0258,false
conv_09,15,0.0170,false
conv_09,16,0.0206,false
conv_09,17,0.0277,false
conv_09,18,0.0051,false
conv_09,19,0.0076,false
conv_09,20,0.0117,false
conv_09,21,0.0183,false
conv_09,22,0.0206,false
conv_09,23,0.0191,false
conv_09,24,0.0361,false
conv_09,25,0.0189,false
conv_09,26,0.0098,false
conv_09,27,0.0060,false
conv_09,28,0.0062,false
conv_09,29,0.0130,false
conv_09,30,0.0137,false
conv_09,31,0.0206,false
conv_09,32,0.0258,false
conv_09,33,0.0280,false
conv_09,34,0.0303,false
conv_09,35,0.0330,false
conv_09,36,0.0368,false
conv_09,37,0.0475,false
conv_09,38,0.0338,false
conv_09,39,0.0355,false
conv_09,40,1508.2637,true
conv_09,41,1362.3542,true
conv_09,42,1771.4129,true
conv_09,43,1456.1220,true
conv_09,44,1455.1957,true
conv_09,45,1628.7935,true
conv_09,46,1770.6433,true
conv_09,47,1944.3422,true
conv_09,48,1711.7701,true
conv_09,49,1914.7502,true
conv_09,50,984.3335,true
conv_09,51,2047.8074,true
conv_09,52,1828.4354,true
conv_09,53,1750.0186,true
conv_09,54,1637.9600,true
conv_09,55,2158.5347,true
conv_09,56,1794.1105,true
conv_09,57,1936.9548,true
conv_09,58,2104.1072,true
conv_09,59,2662.2065,true
conv_09,60,2218.2851,true
conv_09,61,3078.4727,true
conv_09,62,2382.3871,true
conv_09,63,2367.3071,true
conv_09,64,2037.2809,true
conv_09,65,2252.5455,true
conv_09,66,2532.1392,true
conv_09,67,2250.8459,true
conv_09,68,2581.1508,true
conv_09,69,2110.4480,true
conv_09,70,1687.2670,true
conv_09,71,1844.1460,true
conv_09,72,2553.0383,true
conv_09,73,3078.6557,true
conv_09,74,2559.1283,true
conv_09,75,2106.9696,true
conv_09,76,1784.5652,true
conv_09,77,2183.0002,true
conv_09,78,1980.6387,true
conv_09,79,2018.8928,true
conv_09,80,2420.1033,true
conv_09,81,2662.0786,true
conv_09,82,1946.1279,true
conv_09,83,2252.0260,true
conv_09,84,2253.2315,true
conv_09,85,2863.6525,true
conv_09,86,2538.6239,true
conv_09,87,2174.3128,true
conv_09,88,2868.4693,true
conv_09,89,2170.3380,true
conv_09,90,2130.3561,true
conv_09,91,1995.6739,true
conv_09,92,2817.3196,true
conv_09,93,2237.9418,true
conv_09,94,1754.4070,true
conv_09,95,1126.7630,true
conv_09,96,1741.6897,true
conv_09,97,3598.2045,true
conv_09,98,2136.6119,true
conv_09,99,2046.6720,true
conv_09,100,2868.8348,true
conv_09,101,2297.9145,true
conv_09,102,2670.7202,true
conv_09,103,2683.0074,true
conv_09,104,2526.3378,true
conv_09,105,2898.4273,true
conv_09,106,2817.6828,true
conv_09,107,2941.1120,true
conv_09,108,1987.6970,true
conv_09,109,31577.4638,true
conv_09,110,3378.0529,true
conv_09,111,2787.8622,true
conv_09,112,2764.9659,true
conv_09,113,2623.7123,true
conv_09,114,3245.8016,true
conv_09,115,3354.9794,true
conv_09,116,3421.1724,true
conv_09,117,2663.9181,true
conv_09,118,1965.7888,true
conv_09,119,4566.0913,true
conv_10,0,0.0497,false
conv_10,1,0.0293,false
conv_10,2,0.0299,false
conv_10,3,0.0156,false
conv_10,4,0.0110,false
conv_10,5,0.0122,false
conv_10,6,0.0169,false
conv_10,7,0.0374,false
conv_10,8,0.0232,false
conv_10,9,0.0324,false
conv_10,10,0.3761,false
conv_10,11,0.0264,false
conv_10,12,0.0218,false
conv_10,13,0.0297,false
conv_10,14,0.0185,false
conv_10,15,0.0285,false
conv_10,16,0.0308,false
conv_10,17,0.0314,false
conv_10,18,0.0312,false
conv_10,19,0.0264,false
conv_10,20,0.0318,false
conv_10,21,0.0278,false
conv_10,22,0.0177,false
conv_10,23,0.0195,false
conv_10,24,0.0257,false
conv_10,25,0.0176,false
conv_10,26,0.0270,false
conv_10,27,0.0328,false
conv_10,28,0.0351,false
conv_10,29,0.0292,false
conv_10,30,0.0357,false
conv_10,31,0.0313,false
conv_10,32,0.2315,false
conv_10,33,0.0413,false
conv_10,34,0.0576,false
conv_10,35,0.0482,false
conv_10,36,0.0379,false
conv_10,37,0.0511,false
conv_10,38,0.0548,false
conv_10,39,0.0625,false
conv_10,40,1355.4501,true
conv_10,41,1845.1765,true
conv_10,42,2420.1683,true
conv_10,43,1795.4448,true
conv_10,44,1095.8693,true
conv_10,45,1443.5195,true
conv_10,46,1875.6703,true
conv_10,47,1489.3634,true
conv_10,48,1549.6142,true
conv_10,49,2007.6641,true
conv_10,50,1796.7891,true
conv_10,51,1830.3867,true
conv_10,52,1883.8933,true
conv_10,53,1597.3392,true
conv_10,54,1682.4273,true
conv_10,55,2387.2267,true
conv_10,56,3565.5886,true
conv_10,57,2234.5860,true
conv_10,58,2009.8285,true
conv_10,59,2164.5608,true
conv_10,60,2880.6415,true
conv_10,61,2531.2293,true
conv_10,62,2362.5115,true
conv_10,63,2741.0810,true
conv_10,64,2166.1891,true
conv_10,65,2546.0951,true
conv_10,66,2267.8580,true
conv_10,67,2862.6642,true
conv_10,68,2158.0771,true
conv_10,69,2761.7880,true
conv_10,70,2254.6500,true
conv_10,71,2252.3040,true
conv_10,72,2865.0113,true
conv_10,73,2156.6299,true
conv_10,74,1072.9478,true
conv_10,75,3221.6876,true
conv_10,76,3612.0882,true
conv_10,77,2085.8795,true
conv_10,78,2699.8060,true
conv_10,79,3621.8810,true
conv_10,80,2817.9699,true
conv_10,81,3595.0012,true
conv_10,82,3789.6015,true
conv_10,83,1227.8985,true
conv_10,84,3072.0785,true
conv_10,85,2534.8655,true
conv_10,86,1901.9625,true
conv_10,87,2632.2373,true
conv_10,88,3070.9393,true
conv_10,89,2444.0353,true
conv_10,90,2016.6673,true
conv_10,91,2300.5272,true
conv_10,92,1921.7191,true
conv_10,93,4729.3013,true
conv_10,94,2825.1199,true
conv_10,95,2708.9785,true
conv_10,96,4088.0966,true
conv_10,97,2949.5585,true
conv_10,98,2703.1334,true
conv_10,99,1301.1347,true
conv_10,100,3415.8455,true
conv_10,101,2645.0540,true
conv_10,102,3557.0810,true
conv_10,103,2786.6362,true
conv_10,104,2216.6636,true
conv_10,105,2899.4389,true
conv_10,106,4378.0498,true
conv_10,107,3715.7045,true
conv_10,108,2252.3539,true
conv_10,109,3276.3870,true
conv_10,110,2970.3747,true
conv_10,111,2512.8468,true
conv_10,112,2401.7735,true
conv_10,113,3175.0028,true
conv_10,114,3051.8615,true
conv_10,115,3037.4186,true
conv_10,116,3077.8851,true
conv_10,117,3531.3939,true
conv_10,118,3892.5319,true
conv_10,119,2864.8178,true
conv_11,0,0.0475,false
conv_11,1,0.0265,false
conv_11,2,0.0351,false
conv_11,3,0.0205,false
conv_11,4,0.0107,false
conv_11,5,0.0129,false
conv_11,6,0.0120,false
conv_11,7,0.0153,false
conv_11,8,0.0277,false
conv_11,9,0.0060,false
conv_11,10,0.0078,false
conv_11,11,0.0161,false
conv_11,12,0.0186,false
conv_11,13,0.0350,false
conv_11,14,0.0115,false
conv_11,15,0.0340,false
conv_11,16,0.0326,false
conv_11,17,0.0070,false
conv_11,18,0.0046,false
conv_11,19,0.0185,false
conv_11,20,0.0330,false
conv_11,21,0.0327,false
conv_11,22,0.0181,false
conv_11,23,0.0074,false
conv_11,24,0.0195,false
conv_11,25,0.0108,false
conv_11,26,0.0156,false
conv_11,27,0.2489,false
conv_11,28,0.0121,false
conv_11,29,0.0060,false
conv_11,30,0.0111,false
conv_11,31,0.0344,false
conv_11,32,0.0305,false
conv_11,33,0.0305,false
conv_11,34,0.0245,false
conv_11,35,0.0385,false
conv_11,36,0.0388,false
conv_11,37,0.0292,false
conv_11,38,0.0356,false
conv_11,39,0.0348,false
conv_11,40,1104.5528,true
conv_11,41,1870.3450,true
conv_11,42,1306.4849,true
conv_11,43,2778.9603,true
conv_11,44,1257.4640,true
conv_11,45,1881.1665,true
conv_11,46,1507.1669,true
conv_11,47,1885.0046,true
conv_11,48,2919.6330,true
conv_11,49,1608.5722,true
conv_11,50,3000.8203,true
conv_11,51,2135.7502,true
conv_11,52,2472.7931,true
conv_11,53,2422.1850,true
conv_11,54,2440.9997,true
conv_11,55,2040.6207,true
conv_11,56,1152.9132,true
conv_11,57,1874.0962,true
conv_11,58,2457.4862,true
conv_11,59,2149.9196,true
conv_11,60,1946.6918,true
conv_11,61,3041.2738,true
conv_11,62,2078.2308,true
conv_11,63,3379.5545,true
conv_11,64,2560.1735,true
conv_11,65,2745.5736,true
conv_11,66,2375.4524,true
conv_11,67,2873.2022,true
conv_11,68,2452.8565,true
conv_11,69,2145.0140,true
conv_11,70,2358.3691,true
conv_11,71,2559.7715,true
conv_11,72,2969.4098,true
conv_11,73,2766.4122,true
conv_11,74,4776.8361,true
conv_11,75,2901.5145,true
conv_11,76,2831.2992,true
conv_11,77,2288.8192,true
conv_11,78,3277.4372,true
conv_11,79,1946.0968,true
conv_11,80,2868.0458,true
conv_11,81,2854.6833,true
conv_11,82,2950.2273,true
conv_11,83,2194.7344,true
conv_11,84,2342.0629,true
conv_11,85,3994.9205,true
conv_11,86,2763.1034,true
conv_11,87,2956.3229,true
conv_11,88,3597.1176,true
conv_11,89,3827.1804,true
conv_11,90,2419.5231,true
conv_11,91,2560.5822,true
conv_11,92,2458.1254,true
conv_11,93,2048.3848,true
conv_11,94,2354.5486,true
conv_11,95,2871.2529,true
conv_11,96,2350.3600,true
conv_11,97,2391.3488,true
conv_11,98,2421.6582,true
conv_11,99,2764.1516,true
conv_11,100,3073.3377,true
conv_11,101,2663.2804,true
conv_11,102,3263.9192,true
conv_11,103,2571.5049,true
conv_11,104,3434.3189,true
conv_11,105,3517.2185,true
conv_11,106,2773.1109,true
conv_11,107,3732.8654,true
conv_11,108,2923.7500,true
conv_11,109,2769.0970,true
conv_11,110,3482.3882,true
conv_11,111,2355.5382,true
conv_11,112,2774.4651,true
conv_11,113,2343.8545,true
conv_11,114,4608.2762,true
conv_11,115,2456.9632,true
conv_11,116,2534.1658,true
conv_11,117,948.1464,true
conv_11,118,2973.2078,true
conv_11,119,3111.4143,true
conv_12,0,0.0896,false
conv_12,1,0.0313,false
conv_12,2,0.0613,false
conv_12,3,0.0426,false
conv_12,4,0.0113,false
conv_12,5,0.0357,false
conv_12,6,0.0130,false
conv_12,7,0.0183,false
conv_12,8,0.0465,false
conv_12,9,0.0148,false
conv_12,10,0.7759,false
conv_12,11,0.0224,false
conv_12,12,0.0158,false
conv_12,13,0.0283,false
conv_12,14,0.0423,false
conv_12,15,0.0075,false
conv_12,16,0.0080,false
conv_12,17,0.0358,false
conv_12,18,0.0362,false
conv_12,19,0.0095,false
conv_12,20,0.0214,false
conv_12,21,0.0201,false
conv_12,22,0.0233,false
conv_12,23,0.0232,false
conv_12,24,0.0092,false
conv_12,25,0.0275,false
conv_12,26,0.0247,false
conv_12,27,0.0181,false
conv_12,28,0.0260,false
conv_12,29,0.0088,false
conv_12,30,0.0442,false
conv_12,31,0.0562,false
conv_12,32,0.0403,false
conv_12,33,0.0496,false
conv_12,34,0.0417,false
conv_12,35,0.0521,false
conv_12,36,0.0352,false
conv_12,37,0.0407,false
conv_12,38,0.3859,false
conv_12,39,0.0858,false
conv_12,40,1211.2939,true
conv_12,41,1035.8413,true
conv_12,42,2301.2872,true
conv_12,43,1309.4782,true
conv_12,44,2335.3717,true
conv_12,45,1901.1600,true
conv_12,46,1743.6087,true
conv_12,47,1429.6729,true
conv_12,48,1330.7084,true
conv_12,49,1843.0202,true
conv_12,50,1013.4221,true
conv_12,51,1137.4494,true
conv_12,52,1964.3142,true
conv_12,53,1085.6929,true
conv_12,54,1352.9908,true
conv_12,55,2152.8604,true
conv_12,56,1999.9691,true
conv_12,57,1888.6938,true
conv_12,58,1946.0410,true
conv_12,59,2454.9826,true
conv_12,60,1249.6045,true
conv_12,61,1094.8114,true
conv_12,62,1792.7681,true
conv_12,63,1650.5592,true
conv_12,64,2657.1798,true
conv_12,65,1901.1236,true
conv_12,66,1797.4538,true
conv_12,67,1786.4915,true
conv_12,68,2150.4120,true
conv_12,69,1667.1509,true
conv_12,70,1792.1659,true
conv_12,71,1767.3786,true
conv_12,72,1831.6595,true
conv_12,73,1645.6837,true
conv_12,74,2033.7187,true
conv_12,75,1138.3428,true
conv_12,76,1434.8251,true
conv_12,77,1873.7718,true
conv_12,78,1040.1853,true
conv_12,79,1815.3371,true
conv_12,80,2316.8128,true
conv_12,81,2068.9491,true
conv_12,82,1890.7262,true
conv_12,83,1656.1155,true
conv_12,84,1147.9555,true
conv_12,85,2677.9301,true
conv_12,86,2048.3396,true
conv_12,87,1905.6804,true
conv_12,88,2703.0831,true
conv_12,89,3416.0565,true
conv_12,90,2319.6352,true
conv_12,91,2557.6141,true
conv_12,92,2145.0959,true
conv_12,93,1879.9579,true
conv_12,94,2222.1867,true
conv_12,95,2867.3599,true
conv_12,96,2375.7125,true
conv_12,97,2334.1202,true
conv_12,98,2560.9837,true
conv_12,99,2284.2066,true
conv_12,100,2630.6058,true
conv_12,101,2150.1210,true
conv_12,102,2283.2492,true
conv_12,103,1241.5951,true
conv_12,104,2619.2621,true
conv_12,105,2866.6391,true
conv_12,106,2200.3936,true
conv_12,107,2408.0405,true
conv_12,108,1436.6170,true
conv_12,109,2353.1874,true
conv_12,110,2868.4792,true
conv_12,111,2220.1789,true
conv_12,112,2489.2582,true
conv_12,113,965.8018,true
conv_12,114,2310.2959,true
conv_12,115,2040.9870,true
conv_12,116,2363.5782,true
conv_12,117,2421.4728,true
conv_12,118,2480.9701,true
conv_12,119,2321.3959,true